"room_type","reviews","overall_sa","bedrooms","price"
"Entire home/apt",0,0,1,148
"Private room",5,5,1,149
"Private room",0,0,1,20
"Private room",16,4.5,1,49
"Private room",4,3,1,64
"Private room",0,0,1,70
"Private room",31,5,1,75
"Entire home/apt",0,0,NA,129
"Entire home/apt",6,4.5,2,239
"Private room",0,0,1,105
"Private room",6,5,1,130
"Entire home/apt",0,0,1,155
"Private room",2,5,1,70
"Entire home/apt",0,0,2,415
"Private room",4,4,1,36
"Private room",1,4,1,40
"Private room",9,5,1,40
"Private room",0,0,1,40
"Private room",16,4,1,45
"Private room",17,4.5,1,48
"Private room",16,5,1,48
"Private room",1,5,1,50
"Private room",0,0,1,50
"Private room",5,4,1,52
"Private room",21,4.5,1,52
"Private room",5,5,1,52
"Private room",0,0,1,52
"Private room",0,0,1,52
"Private room",2,3.5,1,55
"Private room",7,4,1,55
"Private room",22,4.5,1,55
"Private room",22,4.5,1,55
"Private room",3,4.5,1,55
"Private room",81,5,1,55
"Private room",4,5,1,55
"Private room",3,5,1,55
"Private room",5,4,1,58
"Private room",18,4.5,1,58
"Private room",11,5,1,59
"Private room",14,5,1,60
"Private room",0,0,1,60
"Private room",35,4.5,1,62
"Private room",32,4.5,1,62
"Private room",30,4.5,1,62
"Private room",20,4.5,1,62
"Private room",17,4.5,1,62
"Private room",14,4.5,1,62
"Private room",53,4.5,1,65
"Private room",31,4.5,1,65
"Private room",30,4.5,1,65
"Private room",21,4.5,1,65
"Private room",21,4.5,1,65
"Private room",7,4.5,1,65
"Shared room",26,4.5,1,65
"Private room",12,5,1,65
"Private room",0,0,1,65
"Private room",0,0,1,65
"Private room",3,4.5,1,70
"Private room",11,5,1,70
"Private room",1,5,1,70
"Private room",187,4.5,1,75
"Private room",36,5,1,75
"Private room",12,5,1,75
"Private room",7,5,1,75
"Private room",5,5,1,75
"Private room",1,5,1,75
"Private room",32,5,1,80
"Private room",1,5,1,80
"Private room",1,5,1,80
"Private room",1,5,1,80
"Private room",45,5,1,85
"Private room",20,5,1,85
"Private room",2,5,1,85
"Private room",1,3,1,88
"Private room",2,5,1,90
"Private room",31,5,1,95
"Private room",0,0,1,95
"Private room",0,0,1,95
"Private room",11,5,1,99
"Private room",5,5,1,99
"Private room",2,4,1,100
"Private room",26,4.5,1,100
"Private room",0,0,1,100
"Entire home/apt",1,5,2,110
"Entire home/apt",4,5,3,119
"Entire home/apt",8,5,2,130
"Entire home/apt",230,5,2,139
"Entire home/apt",0,0,2,143
"Entire home/apt",4,4,0,150
"Private room",44,5,1,150
"Entire home/apt",30,4.5,1,160
"Entire home/apt",3,4.5,2,190
"Entire home/apt",17,4.5,3,195
"Entire home/apt",17,4.5,3,199
"Entire home/apt",2,5,2,200
"Entire home/apt",0,0,2,210
"Entire home/apt",2,4,2,200
"Private room",1,5,1,80
"Private room",0,0,1,59
"Entire home/apt",0,0,3,150
"Private room",74,4.5,1,70
"Entire home/apt",32,4.5,3,375
"Private room",4,4.5,1,50
"Entire home/apt",125,3.5,1,59
"Entire home/apt",329,4,10,59
"Private room",0,0,1,60
"Private room",27,5,1,65
"Private room",0,0,1,65
"Private room",5,3,1,69
"Private room",0,0,1,70
"Private room",34,4,1,75
"Private room",33,4.5,1,75
"Private room",12,4.5,1,79
"Private room",5,4.5,1,79
"Private room",5,4.5,1,80
"Private room",23,4.5,1,90
"Entire home/apt",0,0,1,96
"Private room",8,4,1,100
"Entire home/apt",0,0,1,100
"Private room",10,5,1,103
"Private room",1,3,1,120
"Private room",3,3.5,1,120
"Entire home/apt",0,0,2,120
"Private room",23,4.5,1,125
"Private room",3,5,1,148
"Entire home/apt",6,4.5,1,150
"Entire home/apt",11,4,1,157
"Private room",9,4,1,160
"Entire home/apt",0,0,1,175
"Entire home/apt",1,5,3,180
"Private room",0,0,1,200
"Entire home/apt",3,5,1,210
"Entire home/apt",0,0,1,246
"Entire home/apt",0,0,1,259
"Entire home/apt",0,0,2,259
"Entire home/apt",1,4.5,1,289
"Entire home/apt",1,4.5,1,289
"Entire home/apt",2,5,2,316
"Entire home/apt",22,4,2,399
"Entire home/apt",0,0,1,499
"Private room",10,5,1,85
"Private room",7,5,1,32
"Private room",9,4.5,1,40
"Private room",6,5,1,40
"Private room",5,5,1,45
"Private room",0,0,1,55
"Private room",0,0,1,69
"Private room",3,4,1,75
"Private room",0,0,1,75
"Private room",1,3,1,79
"Private room",2,4.5,1,85
"Private room",1,5,1,89
"Private room",12,4.5,1,119
"Private room",0,0,1,900
"Private room",2,3.5,1,120
"Private room",15,4.5,1,58
"Private room",5,5,1,60
"Entire home/apt",1,0,2,179
"Private room",0,0,1,60
"Private room",1,5,1,85
"Entire home/apt",7,4,2,465
"Entire home/apt",5,5,0,120
"Private room",0,0,1,100
"Private room",0,0,1,120
"Entire home/apt",10,4.5,2,170
"Entire home/apt",23,4.5,0,168
"Private room",15,4.5,1,65
"Entire home/apt",2,5,2,200
"Entire home/apt",5,4.5,2,89
"Entire home/apt",16,4,0,130
"Entire home/apt",29,4,0,140
"Entire home/apt",0,0,1,175
"Private room",6,4,1,39
"Entire home/apt",2,4,1,49
"Private room",0,0,1,49
"Private room",2,5,1,50
"Private room",0,0,1,50
"Private room",0,0,1,55
"Private room",5,4.5,1,60
"Private room",0,0,1,60
"Private room",30,4.5,1,65
"Private room",0,0,1,65
"Private room",0,0,1,65
"Entire home/apt",31,4.5,1,70
"Private room",174,5,1,70
"Private room",8,5,1,70
"Private room",5,5,1,70
"Private room",30,5,1,75
"Private room",16,5,1,75
"Private room",4,5,1,75
"Private room",17,5,1,79
"Private room",21,4.5,1,80
"Private room",18,4.5,1,80
"Private room",12,4.5,1,80
"Private room",4,5,1,85
"Private room",13,4.5,1,89
"Private room",16,3.5,1,95
"Private room",9,5,1,95
"Entire home/apt",19,4.5,1,99
"Private room",23,4.5,1,99
"Entire home/apt",14,4,1,100
"Private room",34,4.5,1,100
"Entire home/apt",76,5,0,100
"Entire home/apt",128,4.5,1,105
"Private room",1,3,1,110
"Entire home/apt",7,5,0,110
"Private room",16,5,1,110
"Private room",13,5,1,110
"Private room",10,5,1,110
"Private room",8,5,1,110
"Entire home/apt",2,3,2,115
"Private room",24,5,1,115
"Entire home/apt",45,4.5,1,119
"Entire home/apt",27,4,3,120
"Entire home/apt",9,5,2,120
"Private room",5,4,1,125
"Private room",0,0,1,125
"Private room",18,5,1,129
"Private room",0,0,1,130
"Private room",0,0,1,130
"Private room",12,4.5,1,135
"Private room",14,5,1,135
"Private room",7,5,1,135
"Entire home/apt",33,5,3,139
"Entire home/apt",2,4,4,140
"Entire home/apt",3,5,2,140
"Private room",2,5,1,145
"Private room",1,5,1,145
"Private room",7,4.5,1,150
"Entire home/apt",1,5,4,170
"Entire home/apt",4,4.5,2,175
"Entire home/apt",7,4.5,4,180
"Private room",4,5,1,186
"Entire home/apt",11,5,1,199
"Entire home/apt",2,5,3,200
"Private room",1,5,1,200
"Entire home/apt",0,0,2,200
"Entire home/apt",9,4.5,2,225
"Entire home/apt",5,5,2,228
"Entire home/apt",31,5,1,240
"Entire home/apt",8,4.5,2,249
"Entire home/apt",36,5,4,300
"Entire home/apt",4,4.5,5,325
"Entire home/apt",2,5,4,325
"Entire home/apt",5,4.5,3,350
"Entire home/apt",5,5,4,350
"Entire home/apt",2,5,3,350
"Entire home/apt",0,0,2,350
"Entire home/apt",27,5,3,385
"Entire home/apt",8,4.5,4,395
"Entire home/apt",0,0,5,450
"Entire home/apt",6,5,3,460
"Private room",5,5,1,120
"Private room",16,5,1,85
"Private room",106,4.5,1,115
"Shared room",0,0,1,50
"Private room",134,5,1,69
"Entire home/apt",5,4,1,99
"Private room",1,5,1,100
"Private room",0,0,1,100
"Entire home/apt",26,4,1,109
"Private room",1,5,1,110
"Private room",0,0,1,110
"Private room",28,4.5,1,115
"Entire home/apt",19,4.5,1,119
"Entire home/apt",1,4,1,120
"Entire home/apt",183,4.5,1,125
"Entire home/apt",168,4.5,1,125
"Entire home/apt",159,4.5,1,125
"Entire home/apt",119,4.5,1,125
"Entire home/apt",75,4.5,1,125
"Entire home/apt",12,4.5,1,125
"Private room",0,0,1,125
"Private room",0,0,1,130
"Entire home/apt",130,4.5,1,135
"Entire home/apt",15,5,1,135
"Entire home/apt",7,4.5,1,140
"Entire home/apt",5,5,1,140
"Entire home/apt",7,4,2,149
"Entire home/apt",14,4.5,1,149
"Entire home/apt",164,4.5,1,150
"Private room",2,5,1,150
"Entire home/apt",1,0,2,150
"Entire home/apt",0,0,1,150
"Entire home/apt",7,4.5,1,160
"Private room",6,4,1,165
"Entire home/apt",0,0,1,165
"Entire home/apt",65,4,2,169
"Entire home/apt",14,4.5,1,169
"Entire home/apt",1,5,1,170
"Private room",33,5,1,172
"Entire home/apt",41,5,1,175
"Entire home/apt",11,5,1,175
"Private room",1,5,1,175
"Entire home/apt",30,4.5,2,179
"Entire home/apt",0,0,1,180
"Entire home/apt",0,0,2,180
"Entire home/apt",42,4.5,1,185
"Entire home/apt",15,4.5,2,185
"Entire home/apt",0,0,1,185
"Entire home/apt",18,4.5,2,189
"Entire home/apt",0,0,1,189
"Entire home/apt",3,4.5,1,190
"Entire home/apt",10,4,2,199
"Entire home/apt",13,4.5,2,199
"Entire home/apt",14,5,1,199
"Entire home/apt",10,5,2,199
"Entire home/apt",1,5,1,200
"Entire home/apt",0,0,2,200
"Entire home/apt",0,0,2,200
"Entire home/apt",9,5,1,205
"Private room",3,4.5,1,210
"Private room",2,4.5,1,210
"Entire home/apt",7,4.5,2,215
"Entire home/apt",12,4.5,1,225
"Entire home/apt",8,4.5,2,225
"Entire home/apt",4,4.5,1,225
"Entire home/apt",24,5,2,225
"Entire home/apt",24,5,1,225
"Private room",2,5,1,230
"Private room",0,0,1,230
"Entire home/apt",1,5,1,235
"Entire home/apt",0,0,1,235
"Entire home/apt",1,4,3,245
"Entire home/apt",7,5,0,245
"Entire home/apt",2,4,1,250
"Entire home/apt",40,5,1,250
"Entire home/apt",7,5,1,250
"Entire home/apt",7,5,2,250
"Entire home/apt",10,4.5,1,275
"Entire home/apt",12,5,2,300
"Entire home/apt",64,4.5,3,330
"Entire home/apt",2,5,1,340
"Entire home/apt",10,4,1,350
"Entire home/apt",7,4.5,1,350
"Entire home/apt",13,5,2,350
"Entire home/apt",0,0,2,350
"Entire home/apt",17,4.5,2,358
"Entire home/apt",4,4,2,365
"Entire home/apt",11,4.5,3,375
"Entire home/apt",3,5,2,375
"Entire home/apt",0,0,2,425
"Private room",5,5,1,150
"Entire home/apt",4,5,2,250
"Private room",0,0,1,50
"Private room",4,5,1,80
"Private room",23,4.5,1,100
"Private room",30,5,1,100
"Private room",4,5,1,69
"Private room",0,0,1,39
"Entire home/apt",0,0,2,280
"Entire home/apt",11,5,0,143
"Private room",0,0,1,60
"Private room",3,4.5,1,145
"Private room",9,5,1,160
"Private room",5,5,1,75
"Entire home/apt",1,5,1,145
"Entire home/apt",3,4.5,2,250
"Entire home/apt",5,5,1,175
"Entire home/apt",0,0,3,866
"Entire home/apt",5,3.5,2,300
"Private room",0,0,1,95
"Private room",3,5,1,85
"Entire home/apt",7,5,0,180
"Entire home/apt",0,0,3,240
"Private room",0,0,1,130
"Private room",1,5,1,135
"Private room",1,4,1,160
"Entire home/apt",2,4.5,1,170
"Private room",5,3,1,99
"Entire home/apt",0,0,3,290
"Private room",1,4,1,70
"Entire home/apt",2,5,2,250
"Private room",1,4,1,40
"Private room",3,4.5,1,47
"Private room",5,4,1,48
"Private room",0,0,1,49
"Private room",0,0,1,52
"Private room",3,3.5,1,55
"Private room",18,4.5,1,55
"Private room",1,5,1,55
"Private room",1,5,1,58
"Private room",0,0,1,60
"Private room",15,4.5,1,65
"Entire home/apt",14,5,1,65
"Private room",32,5,1,65
"Private room",0,0,1,65
"Private room",2,4,1,67
"Private room",3,4.5,1,69
"Private room",13,3,1,75
"Private room",5,3,1,75
"Private room",1,3,1,75
"Private room",28,3.5,1,75
"Private room",49,4,1,75
"Private room",29,4,1,75
"Private room",1,5,1,77
"Entire home/apt",84,4,0,83
"Shared room",1,4,1,89
"Private room",0,0,1,91
"Private room",5,4.5,1,95
"Entire home/apt",73,5,0,99
"Entire home/apt",0,0,1,100
"Private room",2,4.5,1,104
"Entire home/apt",1,5,1,119
"Entire home/apt",26,4,2,125
"Private room",0,0,1,130
"Private room",0,0,1,150
"Private room",5,5,1,175
"Entire home/apt",0,0,0,175
"Entire home/apt",0,0,1,185
"Entire home/apt",19,5,2,300
"Entire home/apt",0,0,3,330
"Private room",3,4,1,69
"Entire home/apt",1,5,1,175
"Entire home/apt",0,0,1,200
"Private room",0,0,1,25
"Private room",6,4.5,1,75
"Private room",28,4.5,1,95
"Private room",28,5,1,105
"Entire home/apt",2,5,3,375
"Private room",0,0,1,89
"Private room",0,0,1,50
"Private room",0,0,1,80
"Private room",0,0,1,200
"Entire home/apt",2,3.5,3,190
"Private room",4,4,1,75
"Private room",8,5,1,40
"Private room",0,0,1,41
"Entire home/apt",8,5,1,48
"Private room",64,5,1,50
"Private room",5,5,1,50
"Private room",3,4.5,1,55
"Private room",11,5,1,55
"Private room",3,4.5,1,58
"Private room",53,5,1,60
"Private room",11,5,1,62
"Private room",32,5,1,65
"Private room",9,5,1,65
"Private room",1,5,1,65
"Private room",3,4.5,1,70
"Private room",39,5,1,70
"Private room",29,5,1,70
"Private room",18,5,1,75
"Private room",9,5,1,75
"Private room",1,5,1,79
"Private room",1,5,1,80
"Private room",8,5,1,85
"Entire home/apt",25,5,1,95
"Private room",9,4.5,1,100
"Entire home/apt",13,4.5,1,110
"Entire home/apt",18,5,1,119
"Entire home/apt",0,0,2,145
"Entire home/apt",13,4.5,2,149
"Private room",2,4.5,1,150
"Entire home/apt",0,0,4,150
"Entire home/apt",0,0,3,150
"Private room",0,0,1,150
"Entire home/apt",0,0,4,175
"Private room",0,0,1,175
"Entire home/apt",20,4.5,3,249
"Private room",88,4.5,1,55
"Private room",31,5,1,90
"Private room",24,5,1,95
"Private room",4,5,1,95
"Entire home/apt",23,5,3,150
"Private room",0,0,1,20
"Private room",1,5,1,35
"Private room",1,4,1,40
"Private room",3,4.5,1,45
"Private room",69,5,1,55
"Private room",116,4.5,1,56
"Private room",92,4.5,1,56
"Entire home/apt",2,4.5,1,60
"Private room",9,4.5,1,60
"Private room",8,5,1,65
"Private room",5,4,1,67
"Private room",22,4,1,69
"Private room",23,4.5,1,69
"Private room",1,5,1,69
"Private room",23,4.5,1,70
"Private room",19,4.5,1,70
"Private room",1,4,1,75
"Private room",0,0,1,77
"Private room",22,5,1,79
"Private room",2,4,1,80
"Private room",20,4.5,1,80
"Private room",8,5,1,80
"Private room",16,5,1,82
"Private room",4,4.5,1,84
"Private room",36,5,1,89
"Entire home/apt",8,4.5,0,90
"Private room",62,5,1,95
"Private room",33,4.5,1,99
"Private room",18,5,1,100
"Private room",0,0,1,100
"Entire home/apt",7,4.5,1,110
"Private room",37,4.5,1,110
"Entire home/apt",5,4,1,115
"Entire home/apt",80,4.5,4,120
"Private room",9,5,1,120
"Private room",80,5,1,125
"Private room",12,5,1,125
"Private room",22,5,1,126
"Entire home/apt",0,0,1,135
"Private room",14,5,1,139
"Private room",59,4.5,1,140
"Entire home/apt",47,5,1,143
"Private room",32,4.5,1,145
"Entire home/apt",25,4.5,1,149
"Entire home/apt",37,4.5,1,150
"Entire home/apt",3,4.5,2,150
"Entire home/apt",3,5,0,150
"Private room",17,5,1,150
"Entire home/apt",36,4,1,163
"Entire home/apt",37,4.5,1,167
"Entire home/apt",33,4.5,1,167
"Entire home/apt",3,4.5,1,167
"Entire home/apt",7,4.5,0,170
"Entire home/apt",2,5,0,170
"Entire home/apt",7,4.5,0,175
"Private room",0,0,1,180
"Entire home/apt",18,4.5,1,195
"Entire home/apt",42,5,1,195
"Entire home/apt",0,0,2,195
"Entire home/apt",86,4.5,1,200
"Entire home/apt",0,0,0,200
"Entire home/apt",0,0,1,200
"Entire home/apt",15,5,1,208
"Entire home/apt",88,4.5,2,225
"Entire home/apt",7,4.5,0,242
"Entire home/apt",7,4.5,3,250
"Entire home/apt",34,4,2,265
"Entire home/apt",31,4.5,2,275
"Entire home/apt",3,4.5,3,275
"Entire home/apt",59,5,1,275
"Entire home/apt",11,4.5,3,300
"Entire home/apt",2,5,1,320
"Entire home/apt",4,5,2,325
"Entire home/apt",38,4.5,3,330
"Entire home/apt",2,5,3,350
"Entire home/apt",3,4,3,450
"Entire home/apt",0,0,3,450
"Private room",16,4.5,1,63
"Private room",0,0,1,65
"Private room",0,0,1,75
"Private room",0,0,1,150
"Private room",16,4.5,1,55
"Private room",0,0,1,68
"Entire home/apt",0,0,1,85
"Entire home/apt",0,0,1,246
"Entire home/apt",30,5,1,350
"Entire home/apt",2,4.5,1,100
"Private room",28,4.5,1,130
"Private room",4,5,1,160
"Private room",2,4.5,1,70
"Private room",20,4.5,1,70
"Entire home/apt",0,0,2,395
"Private room",80,5,1,100
"Private room",1,5,1,57
"Private room",10,4.5,1,65
"Private room",3,5,1,129
"Private room",33,5,1,70
"Private room",0,0,1,60
"Private room",0,0,1,70
"Private room",4,4.5,1,80
"Private room",35,4.5,1,95
"Private room",15,5,1,100
"Private room",3,4.5,1,115
"Private room",2,5,1,115
"Private room",13,4,1,120
"Entire home/apt",0,0,1,140
"Entire home/apt",15,5,3,195
"Private room",0,0,1,25
"Shared room",64,4.5,1,32
"Shared room",52,4.5,1,33
"Shared room",36,4.5,1,34
"Private room",252,5,1,35
"Private room",233,5,1,35
"Private room",2,5,1,37
"Private room",2,5,1,38
"Private room",17,3.5,1,39
"Private room",2,4,1,40
"Private room",2,5,1,40
"Shared room",31,5,1,40
"Private room",3,4,1,42
"Shared room",7,5,1,42
"Private room",1,5,1,45
"Private room",0,0,1,45
"Private room",304,5,1,46
"Private room",291,5,1,46
"Private room",276,5,1,46
"Private room",21,4,1,48
"Private room",243,5,1,48
"Private room",1,1,1,49
"Private room",2,3,1,49
"Private room",4,3.5,1,49
"Private room",36,4,1,49
"Private room",8,4,1,49
"Private room",5,4.5,1,49
"Private room",4,4.5,1,49
"Private room",302,5,1,49
"Private room",1,5,1,49
"Private room",0,0,1,49
"Private room",32,4.5,1,50
"Private room",4,5,1,50
"Private room",0,0,1,50
"Private room",0,0,1,50
"Private room",25,4.5,1,55
"Private room",30,5,1,55
"Private room",19,5,1,55
"Private room",0,0,1,55
"Private room",11,4,1,58
"Private room",7,4.5,1,58
"Private room",0,0,1,58
"Private room",0,0,1,59
"Private room",1,1,1,60
"Private room",49,4.5,1,60
"Private room",4,4.5,1,60
"Private room",6,5,1,60
"Private room",1,5,1,60
"Private room",1,0,1,60
"Private room",0,0,1,60
"Private room",0,0,1,60
"Private room",3,4,1,65
"Private room",31,4.5,1,65
"Private room",29,4.5,1,65
"Private room",28,4.5,1,65
"Private room",26,4.5,1,65
"Private room",26,4.5,1,65
"Private room",25,4.5,1,65
"Private room",18,4.5,1,65
"Private room",7,4.5,1,65
"Private room",6,4.5,1,65
"Private room",5,4.5,1,65
"Private room",15,5,1,65
"Private room",5,5,1,65
"Private room",3,5,1,65
"Private room",1,5,1,65
"Private room",1,5,1,65
"Private room",1,5,1,65
"Private room",0,0,1,66
"Entire home/apt",13,4.5,2,69
"Private room",0,0,1,69
"Private room",6,4,1,70
"Private room",1,4,1,70
"Private room",75,4.5,1,70
"Private room",38,4.5,1,70
"Private room",34,4.5,1,70
"Private room",16,4.5,1,70
"Private room",8,4.5,1,70
"Shared room",6,4.5,1,70
"Private room",12,5,1,70
"Private room",1,5,1,70
"Private room",0,0,1,70
"Private room",0,0,1,70
"Private room",79,4.5,1,75
"Private room",46,4.5,1,75
"Private room",37,4.5,1,75
"Private room",31,4.5,1,75
"Private room",28,4.5,1,75
"Private room",16,4.5,1,75
"Private room",10,4.5,1,75
"Private room",4,4.5,1,75
"Private room",140,5,1,75
"Private room",26,5,1,75
"Private room",1,5,1,75
"Private room",1,5,1,75
"Private room",1,5,1,75
"Private room",0,0,1,75
"Private room",0,0,1,75
"Private room",0,0,1,75
"Private room",0,0,1,75
"Private room",394,5,1,77
"Private room",58,4.5,1,78
"Private room",29,4.5,1,78
"Private room",15,4.5,1,78
"Private room",0,0,1,78
"Private room",58,4.5,1,79
"Private room",10,4.5,1,79
"Private room",6,5,1,79
"Private room",3,5,1,79
"Private room",59,4,1,80
"Entire home/apt",23,4.5,1,80
"Private room",58,4.5,1,80
"Private room",13,4.5,1,80
"Private room",153,5,1,80
"Private room",23,5,1,80
"Private room",2,5,1,80
"Private room",1,5,1,80
"Shared room",11,5,1,80
"Private room",0,0,1,80
"Private room",15,4.5,1,81
"Private room",33,5,1,84
"Private room",6,3.5,1,85
"Private room",2,4,1,85
"Private room",11,4.5,1,85
"Private room",10,4.5,1,85
"Private room",8,4.5,1,85
"Private room",15,5,1,85
"Private room",27,4.5,1,89
"Private room",24,4.5,1,89
"Private room",9,4.5,1,89
"Private room",60,5,1,89
"Private room",26,5,1,89
"Private room",0,0,1,89
"Private room",9,4.5,1,90
"Private room",4,4.5,1,90
"Private room",3,4.5,1,90
"Private room",68,5,1,90
"Private room",33,5,1,90
"Private room",14,5,1,90
"Private room",7,5,1,91
"Entire home/apt",67,4,1,95
"Private room",36,4,1,95
"Entire home/apt",94,4.5,1,95
"Private room",22,4.5,1,95
"Private room",15,4.5,1,95
"Private room",6,4.5,1,95
"Private room",26,5,1,95
"Private room",9,5,1,95
"Private room",4,5,1,95
"Private room",0,0,1,95
"Private room",1,4,1,96
"Private room",62,5,1,98
"Private room",66,5,1,99
"Private room",40,5,1,99
"Private room",24,5,1,99
"Private room",2,5,1,99
"Entire home/apt",16,4.5,1,100
"Entire home/apt",6,4.5,1,100
"Private room",117,4.5,1,100
"Entire home/apt",8,5,1,100
"Entire home/apt",2,5,1,100
"Private room",53,5,1,100
"Private room",48,5,1,100
"Private room",18,5,1,100
"Private room",8,5,1,100
"Private room",7,5,1,100
"Private room",1,5,1,100
"Entire home/apt",0,0,1,100
"Entire home/apt",0,0,1,100
"Private room",0,0,1,100
"Private room",0,0,1,100
"Private room",0,0,1,100
"Private room",0,0,1,100
"Entire home/apt",25,4.5,1,105
"Private room",46,5,1,105
"Entire home/apt",8,4.5,1,110
"Private room",25,4.5,1,110
"Private room",4,4.5,1,110
"Private room",17,5,1,110
"Private room",3,5,1,110
"Private room",2,4.5,1,111
"Entire home/apt",3,5,1,112
"Entire home/apt",9,4.5,1,115
"Private room",16,5,1,115
"Private room",13,5,1,115
"Entire home/apt",0,0,1,115
"Private room",0,0,1,115
"Entire home/apt",0,0,2,116
"Entire home/apt",7,5,1,119
"Private room",0,0,1,119
"Entire home/apt",14,4.5,1,120
"Private room",145,4.5,1,120
"Entire home/apt",6,5,1,120
"Entire home/apt",3,5,2,120
"Entire home/apt",1,5,1,120
"Entire home/apt",0,0,2,120
"Private room",0,0,1,120
"Entire home/apt",18,4,1,125
"Entire home/apt",48,4.5,2,125
"Entire home/apt",25,4.5,1,125
"Private room",6,4.5,1,125
"Entire home/apt",16,5,1,125
"Private room",12,5,1,125
"Private room",2,5,1,125
"Entire home/apt",19,5,2,130
"Entire home/apt",6,5,NA,130
"Private room",4,5,1,130
"Entire home/apt",4,4.5,2,133
"Entire home/apt",40,4.5,1,135
"Entire home/apt",5,5,2,135
"Entire home/apt",2,4.5,2,139
"Entire home/apt",0,0,2,140
"Entire home/apt",0,0,1,144
"Entire home/apt",61,4.5,1,145
"Private room",5,5,1,145
"Private room",0,0,1,145
"Entire home/apt",0,0,NA,149
"Entire home/apt",74,4.5,2,150
"Entire home/apt",3,4.5,2,150
"Entire home/apt",1,4.5,1,150
"Entire home/apt",45,5,2,150
"Entire home/apt",12,5,1,150
"Entire home/apt",4,5,0,150
"Entire home/apt",1,5,1,150
"Entire home/apt",1,5,2,150
"Private room",8,5,1,150
"Entire home/apt",0,0,2,150
"Entire home/apt",0,0,2,150
"Entire home/apt",0,0,2,150
"Entire home/apt",0,0,2,150
"Entire home/apt",0,0,0,150
"Entire home/apt",0,0,2,150
"Private room",0,0,1,150
"Entire home/apt",15,5,0,155
"Entire home/apt",73,5,1,158
"Entire home/apt",4,4.5,2,159
"Private room",0,0,1,159
"Entire home/apt",0,0,3,160
"Entire home/apt",31,4.5,1,165
"Entire home/apt",3,4.5,2,165
"Entire home/apt",179,5,2,170
"Entire home/apt",0,0,1,170
"Entire home/apt",0,0,1,170
"Entire home/apt",2,3.5,2,175
"Entire home/apt",11,4.5,1,175
"Entire home/apt",25,5,2,175
"Entire home/apt",6,5,1,175
"Entire home/apt",1,5,1,175
"Entire home/apt",1,5,1,175
"Entire home/apt",0,0,1,175
"Entire home/apt",0,0,0,175
"Entire home/apt",0,0,1,175
"Entire home/apt",1,5,1,179
"Entire home/apt",1,5,2,179
"Private room",7,5,1,179
"Entire home/apt",2,4.5,2,180
"Entire home/apt",45,5,2,180
"Entire home/apt",1,5,1,180
"Entire home/apt",1,5,2,180
"Entire home/apt",3,5,1,182
"Entire home/apt",2,4.5,3,190
"Entire home/apt",90,5,2,190
"Entire home/apt",44,5,3,190
"Entire home/apt",4,4,2,195
"Entire home/apt",17,4.5,2,199
"Entire home/apt",2,4.5,2,199
"Entire home/apt",7,5,3,199
"Entire home/apt",0,0,2,199
"Entire home/apt",3,4.5,2,200
"Private room",5,4.5,1,200
"Entire home/apt",28,5,3,200
"Entire home/apt",17,5,1,200
"Entire home/apt",8,5,1,200
"Entire home/apt",7,5,1,200
"Entire home/apt",6,5,1,200
"Entire home/apt",2,5,1,200
"Entire home/apt",0,0,3,200
"Entire home/apt",0,0,1,200
"Entire home/apt",0,0,2,200
"Entire home/apt",0,0,2,200
"Entire home/apt",0,0,1,200
"Entire home/apt",20,5,2,205
"Entire home/apt",17,4.5,3,220
"Entire home/apt",35,4.5,3,225
"Entire home/apt",34,5,2,225
"Entire home/apt",0,0,3,225
"Entire home/apt",0,0,3,225
"Entire home/apt",5,4.5,2,245
"Entire home/apt",67,5,2,245
"Entire home/apt",15,5,2,249
"Entire home/apt",101,5,3,250
"Entire home/apt",24,5,2,250
"Entire home/apt",2,5,2,250
"Entire home/apt",1,5,2,250
"Entire home/apt",0,0,3,250
"Entire home/apt",9,5,2,265
"Entire home/apt",9,4.5,2,275
"Entire home/apt",11,5,2,275
"Entire home/apt",5,5,2,275
"Entire home/apt",1,3,2,292
"Entire home/apt",21,4,3,295
"Entire home/apt",7,4.5,2,295
"Entire home/apt",11,5,3,295
"Entire home/apt",0,0,2,295
"Entire home/apt",4,4.5,2,296
"Entire home/apt",1,4,3,299
"Entire home/apt",16,5,3,300
"Entire home/apt",3,5,4,300
"Entire home/apt",0,0,2,300
"Entire home/apt",0,0,2,300
"Entire home/apt",0,0,4,304
"Entire home/apt",6,5,1,325
"Entire home/apt",2,5,3,325
"Private room",9,4.5,1,340
"Entire home/apt",60,5,3,375
"Entire home/apt",0,0,3,375
"Entire home/apt",4,5,2,400
"Entire home/apt",2,5,3,450
"Entire home/apt",3,2.5,5,500
"Entire home/apt",0,0,5,500
"Private room",0,0,1,500
"Entire home/apt",3,5,4,550
"Entire home/apt",21,5,5,600
"Entire home/apt",2,5,4,600
"Private room",0,0,1,67
"Shared room",3,5,1,75
"Private room",34,5,1,79
"Private room",32,5,1,79
"Private room",0,0,1,80
"Private room",18,4,1,85
"Private room",6,5,1,85
"Private room",32,4,1,89
"Shared room",1,5,1,89
"Private room",1,4,1,90
"Private room",22,4.5,1,90
"Private room",17,4.5,1,90
"Private room",0,0,1,90
"Private room",141,4,1,95
"Private room",49,5,1,95
"Private room",8,4.5,1,98
"Entire home/apt",47,4.5,2,99
"Private room",0,0,1,99
"Private room",38,4.5,1,100
